folder_path	research_file	direct_file_count	recursive_file_count	direct_child_folder_count	status
sources/os/bsd/netbsd-src/lib/i18n_module/EUCTW	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/EUCTW/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/GBK2K	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/GBK2K/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/HZ	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/HZ/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/ISO2022	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/ISO2022/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/JOHAB	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/JOHAB/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/MSKanji	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/MSKanji/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/UES	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/UES/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/UTF1632	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/UTF1632/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/UTF7	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/UTF7/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/UTF8	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/UTF8/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/VIQR	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/VIQR/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/ZW	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/ZW/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/iconv_none	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/iconv_none/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/iconv_std	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/iconv_std/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/mapper_646	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/mapper_646/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/mapper_none	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/mapper_none/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/mapper_parallel	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/mapper_parallel/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/mapper_serial	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/mapper_serial/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/mapper_std	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/mapper_std/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/i18n_module/mapper_zone	Docs/researches/sources/os/bsd/netbsd-src/lib/i18n_module/mapper_zone/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/libarch/alpha	Docs/researches/sources/os/bsd/netbsd-src/lib/libarch/alpha/current_folder_research.md	5	5	0	ok
sources/os/bsd/netbsd-src/lib/libarch/arm	Docs/researches/sources/os/bsd/netbsd-src/lib/libarch/arm/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/libarch/i386	Docs/researches/sources/os/bsd/netbsd-src/lib/libarch/i386/current_folder_research.md	7	7	0	ok
sources/os/bsd/netbsd-src/lib/libarch/m68k	Docs/researches/sources/os/bsd/netbsd-src/lib/libarch/m68k/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/libarch/powerpc	Docs/researches/sources/os/bsd/netbsd-src/lib/libarch/powerpc/current_folder_research.md	1	2	1	ok
sources/os/bsd/netbsd-src/lib/libarch/sparc	Docs/researches/sources/os/bsd/netbsd-src/lib/libarch/sparc/current_folder_research.md	1	3	1	ok
sources/os/bsd/netbsd-src/lib/libarch/x86_64	Docs/researches/sources/os/bsd/netbsd-src/lib/libarch/x86_64/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/libc/arch	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/current_folder_research.md	0	508	17	ok
sources/os/bsd/netbsd-src/lib/libc/atomic	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/atomic/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/libc/cdb	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/cdb/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/libc/citrus	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/citrus/current_folder_research.md	69	116	1	ok
sources/os/bsd/netbsd-src/lib/libc/compat	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/current_folder_research.md	2	307	10	ok
sources/os/bsd/netbsd-src/lib/libc/compat-43	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat-43/current_folder_research.md	11	11	0	ok
sources/os/bsd/netbsd-src/lib/libc/compiler_rt	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compiler_rt/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/libc/db	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/db/current_folder_research.md	2	47	6	ok
sources/os/bsd/netbsd-src/lib/libc/dlfcn	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/dlfcn/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/libc/gdtoa	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/gdtoa/current_folder_research.md	57	75	1	ok
sources/os/bsd/netbsd-src/lib/libc/gmon	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/gmon/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/libc/hash	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/hash/current_folder_research.md	3	17	6	ok
sources/os/bsd/netbsd-src/lib/libc/iconv	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/iconv/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/libc/include	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/include/current_folder_research.md	14	20	1	ok
sources/os/bsd/netbsd-src/lib/libc/inet	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/inet/current_folder_research.md	14	14	0	ok
sources/os/bsd/netbsd-src/lib/libc/isc	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/isc/current_folder_research.md	5	5	0	ok
sources/os/bsd/netbsd-src/lib/libc/locale	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/locale/current_folder_research.md	61	61	0	ok
sources/os/bsd/netbsd-src/lib/libc/md	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/md/current_folder_research.md	5	5	0	ok
sources/os/bsd/netbsd-src/lib/libc/misc	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/misc/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/libc/nameser	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/nameser/current_folder_research.md	7	7	0	ok
sources/os/bsd/netbsd-src/lib/libc/net	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/net/current_folder_research.md	48	48	0	ok
sources/os/bsd/netbsd-src/lib/libc/nls	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/nls/current_folder_research.md	4	4	0	ok
sources/os/bsd/netbsd-src/lib/libc/posix1e	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/posix1e/current_folder_research.md	24	24	0	ok
sources/os/bsd/netbsd-src/lib/libc/quad	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/quad/current_folder_research.md	18	21	1	ok
sources/os/bsd/netbsd-src/lib/libc/regex	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/regex/current_folder_research.md	10	10	0	ok
sources/os/bsd/netbsd-src/lib/libc/resolv	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/resolv/current_folder_research.md	15	15	0	ok
sources/os/bsd/netbsd-src/lib/libc/rpc	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/rpc/current_folder_research.md	51	51	0	ok
sources/os/bsd/netbsd-src/lib/libc/softfloat	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/softfloat/current_folder_research.md	39	43	3	ok
sources/os/bsd/netbsd-src/lib/libc/ssp	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/ssp/current_folder_research.md	17	17	0	ok
sources/os/bsd/netbsd-src/lib/libc/stdio	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/stdio/current_folder_research.md	115	115	0	ok
sources/os/bsd/netbsd-src/lib/libc/stdlib	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/stdlib/current_folder_research.md	76	76	0	ok
sources/os/bsd/netbsd-src/lib/libc/string	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/string/current_folder_research.md	75	75	0	ok
sources/os/bsd/netbsd-src/lib/libc/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/sys/current_folder_research.md	46	46	0	ok
sources/os/bsd/netbsd-src/lib/libc/termios	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/termios/current_folder_research.md	18	18	0	ok
sources/os/bsd/netbsd-src/lib/libc/thread-stub	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/thread-stub/current_folder_research.md	4	4	0	ok
sources/os/bsd/netbsd-src/lib/libc/time	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/time/current_folder_research.md	14	14	0	ok
sources/os/bsd/netbsd-src/lib/libc/tls	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/tls/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/libc/uuid	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/uuid/current_folder_research.md	10	10	0	ok
sources/os/bsd/netbsd-src/lib/libc/yp	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/yp/current_folder_research.md	12	12	0	ok
sources/os/bsd/netbsd-src/lib/libc_aligned/arch	Docs/researches/sources/os/bsd/netbsd-src/lib/libc_aligned/arch/current_folder_research.md	0	1	1	ok
sources/os/bsd/netbsd-src/lib/libc_fp/arch	Docs/researches/sources/os/bsd/netbsd-src/lib/libc_fp/arch/current_folder_research.md	0	3	1	ok
sources/os/bsd/netbsd-src/lib/libcompat/4.1	Docs/researches/sources/os/bsd/netbsd-src/lib/libcompat/4.1/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/libcompat/4.3	Docs/researches/sources/os/bsd/netbsd-src/lib/libcompat/4.3/current_folder_research.md	4	4	0	ok
sources/os/bsd/netbsd-src/lib/libcompat/4.4	Docs/researches/sources/os/bsd/netbsd-src/lib/libcompat/4.4/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/libcompat/regexp	Docs/researches/sources/os/bsd/netbsd-src/lib/libcompat/regexp/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/libcurses/EXAMPLES	Docs/researches/sources/os/bsd/netbsd-src/lib/libcurses/EXAMPLES/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/libcurses/PSD.doc	Docs/researches/sources/os/bsd/netbsd-src/lib/libcurses/PSD.doc/current_folder_research.md	7	7	0	ok
sources/os/bsd/netbsd-src/lib/libedit/TEST	Docs/researches/sources/os/bsd/netbsd-src/lib/libedit/TEST/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/libedit/readline	Docs/researches/sources/os/bsd/netbsd-src/lib/libedit/readline/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/libm/arch	Docs/researches/sources/os/bsd/netbsd-src/lib/libm/arch/current_folder_research.md	0	172	17	ok
sources/os/bsd/netbsd-src/lib/libm/compat	Docs/researches/sources/os/bsd/netbsd-src/lib/libm/compat/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/libm/compiler_rt	Docs/researches/sources/os/bsd/netbsd-src/lib/libm/compiler_rt/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/libm/complex	Docs/researches/sources/os/bsd/netbsd-src/lib/libm/complex/current_folder_research.md	76	76	0	ok
sources/os/bsd/netbsd-src/lib/libm/ld128	Docs/researches/sources/os/bsd/netbsd-src/lib/libm/ld128/current_folder_research.md	23	23	0	ok
sources/os/bsd/netbsd-src/lib/libm/ld80	Docs/researches/sources/os/bsd/netbsd-src/lib/libm/ld80/current_folder_research.md	23	23	0	ok
sources/os/bsd/netbsd-src/lib/libm/noieee_src	Docs/researches/sources/os/bsd/netbsd-src/lib/libm/noieee_src/current_folder_research.md	48	48	0	ok
sources/os/bsd/netbsd-src/lib/libm/softfloat	Docs/researches/sources/os/bsd/netbsd-src/lib/libm/softfloat/current_folder_research.md	14	14	0	ok
sources/os/bsd/netbsd-src/lib/libm/src	Docs/researches/sources/os/bsd/netbsd-src/lib/libm/src/current_folder_research.md	264	264	0	ok
sources/os/bsd/netbsd-src/lib/libpam/libpam	Docs/researches/sources/os/bsd/netbsd-src/lib/libpam/libpam/current_folder_research.md	4	5	1	ok
sources/os/bsd/netbsd-src/lib/libpam/modules	Docs/researches/sources/os/bsd/netbsd-src/lib/libpam/modules/current_folder_research.md	2	48	22	ok
sources/os/bsd/netbsd-src/lib/libpam/staticmodules	Docs/researches/sources/os/bsd/netbsd-src/lib/libpam/staticmodules/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/libposix/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libposix/sys/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/libpthread/arch	Docs/researches/sources/os/bsd/netbsd-src/lib/libpthread/arch/current_folder_research.md	0	18	16	ok
sources/os/bsd/netbsd-src/lib/libpthread/compat	Docs/researches/sources/os/bsd/netbsd-src/lib/libpthread/compat/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/librefuse/refuse	Docs/researches/sources/os/bsd/netbsd-src/lib/librefuse/refuse/current_folder_research.md	33	33	0	ok
sources/os/bsd/netbsd-src/lib/librt/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/librt/sys/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/librumpuser/build-aux	Docs/researches/sources/os/bsd/netbsd-src/lib/librumpuser/build-aux/current_folder_research.md	4	4	0	ok
sources/os/bsd/netbsd-src/lib/libutil/compat	Docs/researches/sources/os/bsd/netbsd-src/lib/libutil/compat/current_folder_research.md	10	10	0	ok
sources/os/bsd/netbsd-src/lib/lua/bozohttpd	Docs/researches/sources/os/bsd/netbsd-src/lib/lua/bozohttpd/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/lua/gpio	Docs/researches/sources/os/bsd/netbsd-src/lib/lua/gpio/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/lua/libm	Docs/researches/sources/os/bsd/netbsd-src/lib/lua/libm/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/lua/sqlite	Docs/researches/sources/os/bsd/netbsd-src/lib/lua/sqlite/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/lua/syslog	Docs/researches/sources/os/bsd/netbsd-src/lib/lua/syslog/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/npf/ext_log	Docs/researches/sources/os/bsd/netbsd-src/lib/npf/ext_log/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/npf/ext_normalize	Docs/researches/sources/os/bsd/netbsd-src/lib/npf/ext_normalize/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/npf/ext_rndblock	Docs/researches/sources/os/bsd/netbsd-src/lib/npf/ext_rndblock/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/npf/ext_route	Docs/researches/sources/os/bsd/netbsd-src/lib/npf/ext_route/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/sys/fs/adosfs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/adosfs/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/sys/fs/autofs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/autofs/current_folder_research.md	7	7	0	ok
sources/os/bsd/netbsd-src/sys/fs/cd9660	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/cd9660/current_folder_research.md	14	14	0	ok
sources/os/bsd/netbsd-src/sys/fs/efs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/efs/current_folder_research.md	14	14	0	ok
sources/os/bsd/netbsd-src/sys/fs/filecorefs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/filecorefs/current_folder_research.md	11	11	0	ok
sources/os/bsd/netbsd-src/sys/fs/hfs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/hfs/current_folder_research.md	9	9	0	ok
sources/os/bsd/netbsd-src/sys/fs/msdosfs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/msdosfs/current_folder_research.md	15	15	0	ok
sources/os/bsd/netbsd-src/sys/fs/nfs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/nfs/current_folder_research.md	1	74	4	ok
sources/os/bsd/netbsd-src/sys/fs/nilfs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/nilfs/current_folder_research.md	9	9	0	ok
sources/os/bsd/netbsd-src/sys/fs/ntfs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/ntfs/current_folder_research.md	14	14	0	ok
sources/os/bsd/netbsd-src/sys/fs/ptyfs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/ptyfs/current_folder_research.md	5	5	0	ok
sources/os/bsd/netbsd-src/sys/fs/puffs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/puffs/current_folder_research.md	9	9	0	ok
sources/os/bsd/netbsd-src/sys/fs/sysvbfs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/sysvbfs/current_folder_research.md	9	9	0	ok
sources/os/bsd/netbsd-src/sys/fs/tmpfs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/tmpfs/current_folder_research.md	13	13	0	ok
sources/os/bsd/netbsd-src/sys/fs/udf	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/udf/current_folder_research.md	18	18	0	ok
sources/os/bsd/netbsd-src/sys/fs/union	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/union/current_folder_research.md	5	5	0	ok
sources/os/bsd/netbsd-src/sys/fs/unionfs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/unionfs/current_folder_research.md	5	5	0	ok
sources/os/bsd/netbsd-src/sys/fs/v7fs	Docs/researches/sources/os/bsd/netbsd-src/sys/fs/v7fs/current_folder_research.md	26	26	0	ok
sources/os/bsd/netbsd-src/sys/ufs/chfs	Docs/researches/sources/os/bsd/netbsd-src/sys/ufs/chfs/current_folder_research.md	25	25	0	ok
sources/os/bsd/netbsd-src/sys/ufs/ext2fs	Docs/researches/sources/os/bsd/netbsd-src/sys/ufs/ext2fs/current_folder_research.md	24	24	0	ok
sources/os/bsd/netbsd-src/sys/ufs/ffs	Docs/researches/sources/os/bsd/netbsd-src/sys/ufs/ffs/current_folder_research.md	16	16	0	ok
sources/os/bsd/netbsd-src/sys/ufs/lfs	Docs/researches/sources/os/bsd/netbsd-src/sys/ufs/lfs/current_folder_research.md	47	47	0	ok
sources/os/bsd/netbsd-src/sys/ufs/mfs	Docs/researches/sources/os/bsd/netbsd-src/sys/ufs/mfs/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/sys/ufs/ufs	Docs/researches/sources/os/bsd/netbsd-src/sys/ufs/ufs/current_folder_research.md	30	30	0	ok
sources/os/bsd/openbsd-src/sbin/fsck_ffs/SMM.doc	Docs/researches/sources/os/bsd/openbsd-src/sbin/fsck_ffs/SMM.doc/current_folder_research.md	1	1	0	ok
sources/os/bsd/openbsd-src/sbin/isakmpd/sysdep	Docs/researches/sources/os/bsd/openbsd-src/sbin/isakmpd/sysdep/current_folder_research.md	0	1	1	ok
sources/os/bsd/openbsd-src/sbin/unwind/libunbound	Docs/researches/sources/os/bsd/openbsd-src/sbin/unwind/libunbound/current_folder_research.md	2	183	11	ok
sources/os/bsd/openbsd-src/sys/miscfs/deadfs	Docs/researches/sources/os/bsd/openbsd-src/sys/miscfs/deadfs/current_folder_research.md	1	1	0	ok
sources/os/bsd/openbsd-src/sys/miscfs/fifofs	Docs/researches/sources/os/bsd/openbsd-src/sys/miscfs/fifofs/current_folder_research.md	2	2	0	ok
sources/os/bsd/openbsd-src/sys/miscfs/fuse	Docs/researches/sources/os/bsd/openbsd-src/sys/miscfs/fuse/current_folder_research.md	9	9	0	ok
sources/os/bsd/openbsd-src/sys/ufs/ext2fs	Docs/researches/sources/os/bsd/openbsd-src/sys/ufs/ext2fs/current_folder_research.md	16	16	0	ok
sources/os/bsd/openbsd-src/sys/ufs/ffs	Docs/researches/sources/os/bsd/openbsd-src/sys/ufs/ffs/current_folder_research.md	9	9	0	ok
sources/os/bsd/openbsd-src/sys/ufs/mfs	Docs/researches/sources/os/bsd/openbsd-src/sys/ufs/mfs/current_folder_research.md	4	4	0	ok
sources/os/bsd/openbsd-src/sys/ufs/ufs	Docs/researches/sources/os/bsd/openbsd-src/sys/ufs/ufs/current_folder_research.md	16	16	0	ok
sources/os/illumos/illumos-gate/usr/src/cmd	Docs/researches/sources/os/illumos/illumos-gate/usr/src/cmd/current_folder_research.md	0	13	2	ok
sources/os/illumos/illumos-gate/usr/src/uts	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/current_folder_research.md	0	2193	1	ok
sources/os/linux/linux-stable/fs/btrfs/tests	Docs/researches/sources/os/linux/linux-stable/fs/btrfs/tests/current_folder_research.md	13	13	0	ok
sources/os/linux/linux-stable/fs/nfs/blocklayout	Docs/researches/sources/os/linux/linux-stable/fs/nfs/blocklayout/current_folder_research.md	6	6	0	ok
sources/os/linux/linux-stable/fs/nfs/filelayout	Docs/researches/sources/os/linux/linux-stable/fs/nfs/filelayout/current_folder_research.md	4	4	0	ok
sources/os/linux/linux-stable/fs/nfs/flexfilelayout	Docs/researches/sources/os/linux/linux-stable/fs/nfs/flexfilelayout/current_folder_research.md	4	4	0	ok
sources/os/linux/linux-stable/fs/notify/dnotify	Docs/researches/sources/os/linux/linux-stable/fs/notify/dnotify/current_folder_research.md	3	3	0	ok
sources/os/linux/linux-stable/fs/notify/fanotify	Docs/researches/sources/os/linux/linux-stable/fs/notify/fanotify/current_folder_research.md	5	5	0	ok
sources/os/linux/linux-stable/fs/notify/inotify	Docs/researches/sources/os/linux/linux-stable/fs/notify/inotify/current_folder_research.md	5	5	0	ok
sources/os/linux/linux-stable/fs/ntfs3/lib	Docs/researches/sources/os/linux/linux-stable/fs/ntfs3/lib/current_folder_research.md	5	5	0	ok
sources/os/linux/linux-stable/fs/ocfs2/cluster	Docs/researches/sources/os/linux/linux-stable/fs/ocfs2/cluster/current_folder_research.md	17	17	0	ok
sources/os/linux/linux-stable/fs/ocfs2/dlm	Docs/researches/sources/os/linux/linux-stable/fs/ocfs2/dlm/current_folder_research.md	15	15	0	ok
sources/os/linux/linux-stable/fs/ocfs2/dlmfs	Docs/researches/sources/os/linux/linux-stable/fs/ocfs2/dlmfs/current_folder_research.md	4	4	0	ok
sources/os/linux/linux-stable/fs/smb/client	Docs/researches/sources/os/linux/linux-stable/fs/smb/client/current_folder_research.md	89	91	1	ok
sources/os/linux/linux-stable/fs/smb/common	Docs/researches/sources/os/linux/linux-stable/fs/smb/common/current_folder_research.md	10	10	0	ok
sources/os/linux/linux-stable/fs/smb/server	Docs/researches/sources/os/linux/linux-stable/fs/smb/server/current_folder_research.md	47	57	1	ok
sources/os/linux/linux-stable/fs/smb/smbdirect	Docs/researches/sources/os/linux/linux-stable/fs/smb/smbdirect/current_folder_research.md	15	15	0	ok
sources/os/linux/linux-stable/fs/unicode/tests	Docs/researches/sources/os/linux/linux-stable/fs/unicode/tests/current_folder_research.md	1	1	0	ok
sources/os/linux/linux-stable/fs/xfs/libxfs	Docs/researches/sources/os/linux/linux-stable/fs/xfs/libxfs/current_folder_research.md	102	102	0	ok
sources/os/linux/linux-stable/fs/xfs/scrub	Docs/researches/sources/os/linux/linux-stable/fs/xfs/scrub/current_folder_research.md	108	108	0	ok
sources/os/linux/linux/fs/btrfs/tests	Docs/researches/sources/os/linux/linux/fs/btrfs/tests/current_folder_research.md	13	13	0	ok
sources/os/linux/linux/fs/nfs/blocklayout	Docs/researches/sources/os/linux/linux/fs/nfs/blocklayout/current_folder_research.md	6	6	0	ok
sources/os/linux/linux/fs/nfs/filelayout	Docs/researches/sources/os/linux/linux/fs/nfs/filelayout/current_folder_research.md	4	4	0	ok
sources/os/linux/linux/fs/nfs/flexfilelayout	Docs/researches/sources/os/linux/linux/fs/nfs/flexfilelayout/current_folder_research.md	4	4	0	ok
sources/os/linux/linux/fs/notify/dnotify	Docs/researches/sources/os/linux/linux/fs/notify/dnotify/current_folder_research.md	3	3	0	ok
sources/os/linux/linux/fs/notify/fanotify	Docs/researches/sources/os/linux/linux/fs/notify/fanotify/current_folder_research.md	5	5	0	ok
sources/os/linux/linux/fs/notify/inotify	Docs/researches/sources/os/linux/linux/fs/notify/inotify/current_folder_research.md	5	5	0	ok
sources/os/linux/linux/fs/ntfs3/lib	Docs/researches/sources/os/linux/linux/fs/ntfs3/lib/current_folder_research.md	5	5	0	ok
sources/os/linux/linux/fs/ocfs2/cluster	Docs/researches/sources/os/linux/linux/fs/ocfs2/cluster/current_folder_research.md	17	17	0	ok
sources/os/linux/linux/fs/ocfs2/dlm	Docs/researches/sources/os/linux/linux/fs/ocfs2/dlm/current_folder_research.md	15	15	0	ok
sources/os/linux/linux/fs/ocfs2/dlmfs	Docs/researches/sources/os/linux/linux/fs/ocfs2/dlmfs/current_folder_research.md	4	4	0	ok
sources/os/linux/linux/fs/smb/client	Docs/researches/sources/os/linux/linux/fs/smb/client/current_folder_research.md	89	91	1	ok
sources/os/linux/linux/fs/smb/common	Docs/researches/sources/os/linux/linux/fs/smb/common/current_folder_research.md	10	10	0	ok
sources/os/linux/linux/fs/smb/server	Docs/researches/sources/os/linux/linux/fs/smb/server/current_folder_research.md	47	57	1	ok
sources/os/linux/linux/fs/smb/smbdirect	Docs/researches/sources/os/linux/linux/fs/smb/smbdirect/current_folder_research.md	15	15	0	ok
sources/os/linux/linux/fs/unicode/tests	Docs/researches/sources/os/linux/linux/fs/unicode/tests/current_folder_research.md	1	1	0	ok
sources/os/linux/linux/fs/xfs/libxfs	Docs/researches/sources/os/linux/linux/fs/xfs/libxfs/current_folder_research.md	102	102	0	ok
sources/os/linux/linux/fs/xfs/scrub	Docs/researches/sources/os/linux/linux/fs/xfs/scrub/current_folder_research.md	108	108	0	ok
sources/os/linux/linux/mm/damon/tests	Docs/researches/sources/os/linux/linux/mm/damon/tests/current_folder_research.md	3	3	0	ok
sources/os/plan9/9front/sys/src/9	Docs/researches/sources/os/plan9/9front/sys/src/9/current_folder_research.md	0	721	20	ok
